date,Barometric pressure,Battery,Humidity,Rain meter,Soil moisture,Temperature,Wind speed,day_length
2018-05-05 17:12:00,985.73,87.78,62.9,0.0,69.58,24.0,0.0,846
2018-05-05 17:22:00,985.61,87.78,49.74,0.0,65.84,24.27,0.0,846
2018-05-05 17:32:00,985.73,87.49,46.9,0.0,67.33,23.77,0.0,846
2018-05-05 17:42:00,990.3,87.49,44.52,0.0,46.24,23.36,4.82,846
2018-05-05 17:52:00,990.77,87.64,44.37,0.28,77.49,23.16,7.24,846
2018-05-05 18:02:00,990.81,87.78,44.61,0.0,33.37,22.95,4.82,846
2018-05-05 18:12:00,990.78,87.93,44.97,0.0,34.96,22.67,2.41,846
2018-05-05 18:22:00,990.72,87.93,45.22,0.0,48.88,22.66,4.82,846
2018-05-05 18:32:00,990.79,88.07,45.8,0.0,38.33,22.32,2.41,846
2018-05-05 18:42:00,990.93,88.07,45.73,0.0,42.26,22.19,4.82,846
2018-05-05 18:52:00,990.88,88.07,46.38,0.0,35.38,22.01,4.82,846
2018-05-05 19:02:00,990.92,87.64,46.18,0.0,43.87,22.13,4.82,846
2018-05-05 19:12:00,990.9,87.21,45.92,0.0,45.58,22.05,2.41,846
2018-05-05 19:22:00,990.85,86.78,46.46,0.0,35.82,21.88,2.41,846
2018-05-05 19:32:00,990.91,86.49,46.38,0.0,32.84,21.96,2.41,846
2018-05-05 19:42:00,990.91,86.2,46.47,0.0,46.12,21.94,0.0,846
2018-05-05 19:52:00,990.93,85.77,46.73,0.0,40.09,21.7,2.41,846
2018-05-05 20:02:00,990.79,85.34,46.69,0.0,36.62,21.49,2.41,846
2018-05-05 20:12:00,990.83,84.77,46.74,0.0,43.04,21.16,0.0,846
2018-05-05 20:22:00,990.97,84.34,46.95,0.0,46.12,20.66,0.0,846
2018-05-05 20:32:00,990.85,83.68,47.1,0.0,44.7,20.11,0.0,846
2018-05-05 20:42:00,990.95,83.2,47.82,0.0,31.4,19.35,0.0,846
2018-05-05 20:52:00,990.95,82.7,48.96,0.0,41.48,18.55,2.41,846
2018-05-05 21:02:00,991.22,82.21,50.39,0.0,28.2,17.79,2.41,846
2018-05-05 21:12:00,991.41,81.73,51.69,0.0,42.8,17.07,0.0,846
2018-05-05 21:22:00,991.33,81.24,52.55,0.0,43.38,16.48,0.0,846
2018-05-05 21:32:00,991.35,80.59,52.83,0.0,31.54,16.25,0.0,846
2018-05-05 21:42:00,991.51,80.09,53.77,0.0,30.1,16.05,2.41,846
2018-05-05 21:52:00,991.67,79.61,53.7,0.0,27.83,15.91,0.0,846
2018-05-05 22:02:00,991.73,79.12,53.86,0.0,39.7,15.62,2.41,846
2018-05-05 22:12:00,991.86,78.63,56.48,0.0,39.67,15.31,0.0,846
2018-05-05 22:22:00,991.84,78.14,56.42,0.0,43.73,15.03,0.0,846
2018-05-05 22:32:00,991.86,77.65,56.6,0.0,29.59,14.87,2.41,846
2018-05-05 22:42:00,992.05,77.16,57.09,0.0,30.08,14.96,0.0,846
2018-05-05 22:52:00,992.03,76.67,57.74,0.0,29.35,15.17,0.0,846
2018-05-05 23:02:00,991.9,76.18,57.19,0.0,28.2,15.3,0.0,846
2018-05-05 23:12:00,991.91,75.69,57.26,0.0,37.18,15.31,0.0,846
2018-05-05 23:22:00,991.9,75.2,57.07,0.0,27.27,15.19,0.0,846
2018-05-05 23:32:00,991.84,74.88,57.35,0.0,41.97,15.3,0.0,846
2018-05-05 23:42:00,991.93,74.38,57.42,0.0,30.42,15.45,0.0,846
2018-05-05 23:52:00,992.05,73.89,57.57,0.0,41.36,15.57,0.0,846
2018-05-06 00:02:00,992.01,73.4,57.55,0.0,41.67,15.46,0.0,848
2018-05-06 00:12:00,992.03,73.07,57.86,0.0,28.05,15.33,0.0,848
2018-05-06 00:22:00,991.89,72.58,58.16,0.0,40.41,15.07,0.0,848
2018-05-06 00:32:00,991.73,72.09,58.03,0.0,33.59,14.64,0.0,848
2018-05-06 00:42:00,991.84,71.59,58.54,0.0,30.4,14.17,0.0,848
2018-05-06 01:02:00,992.02,70.61,59.84,0.0,36.6,13.32,0.0,848
2018-05-06 01:12:00,992.0,70.12,61.0,0.0,24.85,12.88,0.0,848
2018-05-06 01:22:00,991.87,69.62,62.02,0.0,16.85,12.64,2.41,848
2018-05-06 01:32:00,991.81,69.13,61.96,0.0,26.49,12.25,0.0,848
2018-05-06 01:42:00,991.72,68.64,62.98,0.0,33.06,12.02,0.0,848
2018-05-06 01:52:00,991.6,68.17,63.22,0.0,12.84,11.81,0.0,848
2018-05-06 02:12:00,991.47,67.16,63.08,0.0,25.0,11.37,0.0,848
2018-05-06 02:22:00,991.57,66.72,63.46,0.0,18.75,10.99,0.0,848
2018-05-06 02:32:00,991.55,66.29,64.78,0.0,8.98,10.81,0.0,848
2018-05-06 02:42:00,991.47,65.71,64.21,0.0,10.03,10.59,0.0,848
2018-05-06 03:02:00,991.39,64.84,66.2,0.0,25.39,10.54,0.0,848
2018-05-06 03:12:00,991.25,64.41,65.72,0.0,24.24,10.67,0.0,848
2018-05-06 03:32:00,991.21,63.54,66.14,0.0,12.38,10.82,0.0,848
2018-05-06 03:42:00,991.15,63.25,65.62,0.0,17.11,10.99,0.0,848
2018-05-06 03:52:00,991.18,62.82,65.82,0.0,11.72,11.24,0.0,848
2018-05-06 04:02:00,991.11,62.39,66.75,0.0,29.83,11.66,2.41,848
2018-05-06 04:12:00,990.95,62.1,66.63,0.0,18.82,12.06,0.0,848
2018-05-06 04:22:00,991.07,61.66,66.27,0.0,31.13,12.43,0.0,848
2018-05-06 04:32:00,991.02,61.38,65.68,0.0,27.78,12.66,0.0,848
2018-05-06 04:42:00,991.09,61.06,66.09,0.0,20.36,12.61,0.0,848
2018-05-06 04:52:00,991.05,60.43,66.07,0.0,21.97,12.64,0.0,848
2018-05-06 05:02:00,991.16,60.11,65.98,0.0,31.49,12.77,0.0,848
2018-05-06 05:12:00,991.07,59.48,65.88,0.0,33.79,12.85,0.0,848
2018-05-06 05:22:00,991.08,58.84,65.83,0.0,18.73,12.91,0.0,848
2018-05-06 05:32:00,991.07,58.21,65.51,0.0,17.72,12.88,0.0,848
2018-05-06 05:42:00,990.99,57.58,65.2,0.0,17.92,12.58,0.0,848
2018-05-06 05:52:00,990.92,56.95,65.29,0.0,30.88,12.01,0.0,848
2018-05-06 06:02:00,990.89,56.31,65.66,0.0,23.41,11.53,0.0,848
2018-05-06 06:12:00,990.78,55.68,66.01,0.0,17.77,11.08,0.0,848
2018-05-06 06:22:00,990.94,55.05,66.64,0.0,11.4,11.15,0.0,848
2018-05-06 06:32:00,991.06,54.1,67.53,0.0,15.58,11.48,0.0,848
2018-05-06 06:42:00,991.06,53.46,67.06,0.0,27.91,11.92,0.0,848
2018-05-06 06:52:00,991.09,53.08,66.96,0.0,24.85,12.3,0.0,848
2018-05-06 07:02:00,991.24,52.31,66.6,0.0,34.01,12.64,0.0,848
2018-05-06 07:12:00,991.3,51.55,66.83,0.0,21.51,12.88,0.0,848
2018-05-06 07:22:00,991.36,51.16,66.94,0.0,17.14,13.0,0.0,848
2018-05-06 07:32:00,991.42,50.39,66.62,0.0,33.35,13.04,0.0,848
2018-05-06 07:42:00,991.62,49.62,67.49,0.0,16.85,13.33,2.41,848
2018-05-06 07:52:00,991.54,48.86,67.75,0.0,20.8,13.73,2.41,848
2018-05-06 08:02:00,991.51,48.48,67.6,0.0,31.84,14.21,0.0,848
2018-05-06 08:12:00,991.45,47.71,66.1,0.0,41.04,15.28,0.0,848
2018-05-06 08:22:00,991.28,47.71,64.33,0.0,44.36,16.41,0.0,848
2018-05-06 08:32:00,991.27,47.71,63.38,0.0,37.92,17.07,0.0,848
2018-05-06 08:42:00,991.45,47.71,62.08,0.0,38.35,17.43,0.0,848
2018-05-06 08:52:00,991.51,48.09,61.22,0.0,45.9,18.04,0.0,848
2018-05-06 09:02:00,991.49,48.67,59.77,0.0,41.26,18.96,0.0,848
2018-05-06 09:12:00,991.44,49.24,57.76,0.0,33.25,20.56,0.0,848
2018-05-06 09:22:00,991.25,50.78,54.59,0.0,47.0,23.27,2.41,848
2018-05-06 09:32:00,991.26,52.7,47.73,0.0,34.01,25.06,2.41,848
2018-05-06 09:42:00,991.16,54.41,42.46,0.0,47.68,26.98,2.41,848
2018-05-06 09:52:00,991.05,56.31,40.88,0.0,30.81,27.99,2.41,848
2018-05-06 10:02:00,991.15,58.21,39.72,0.0,34.52,29.12,0.0,848
2018-05-06 10:12:00,991.15,60.43,36.69,0.0,31.64,29.75,2.41,848
2018-05-06 10:22:00,991.32,62.68,34.82,0.0,44.97,30.83,2.41,848
2018-05-06 10:32:00,991.3,64.84,32.93,0.0,47.97,30.54,2.41,848
2018-05-06 10:42:00,991.23,67.3,31.4,0.0,34.64,32.03,2.41,848
2018-05-06 10:52:00,991.06,69.3,28.9,0.0,37.3,32.87,2.41,848
2018-05-06 11:02:00,991.5,70.61,30.5,0.0,45.65,31.72,2.41,848
2018-05-06 11:12:00,991.21,72.25,30.43,0.0,45.17,32.2,2.41,848
2018-05-06 11:22:00,991.31,72.74,30.54,0.0,41.75,30.69,2.41,848
2018-05-06 11:32:00,991.54,73.56,30.5,0.0,33.94,29.39,4.82,848
2018-05-06 11:42:00,991.38,74.38,31.21,0.0,49.83,29.82,7.24,848
2018-05-06 11:52:00,991.56,76.02,29.61,0.0,46.26,30.24,4.82,848
2018-05-06 12:02:00,991.57,76.67,30.65,0.0,49.98,29.05,2.41,848
2018-05-06 12:12:00,991.41,77.32,31.41,0.0,48.34,28.55,2.41,848
2018-05-06 12:22:00,991.4,77.65,32.06,0.0,43.33,28.05,2.41,848
2018-05-06 12:32:00,991.47,79.12,31.64,0.0,40.28,28.69,7.24,848
2018-05-06 12:42:00,991.27,81.73,29.64,0.0,45.97,30.21,9.65,848
2018-05-06 12:52:00,991.45,83.2,29.03,0.0,34.81,30.7,9.65,848
2018-05-06 13:02:00,991.29,82.7,28.34,0.0,39.67,29.63,4.82,848
2018-05-06 13:12:00,991.41,82.38,29.4,0.0,32.2,29.34,7.24,848
2018-05-06 13:22:00,991.27,82.05,31.12,0.0,45.51,29.06,9.65,848
2018-05-06 13:32:00,991.29,81.89,31.28,0.0,49.15,29.24,9.65,848
2018-05-06 13:42:00,991.29,81.73,30.55,0.0,34.91,30.18,9.65,848
2018-05-06 13:52:00,991.19,81.56,29.56,0.0,38.94,30.51,4.82,848
2018-05-06 14:02:00,991.05,81.56,29.53,0.0,46.34,30.44,4.82,848
2018-05-06 14:12:00,991.07,81.4,29.65,0.0,34.2,29.97,14.47,848
2018-05-06 14:22:00,991.03,81.4,29.95,0.0,47.71,29.53,14.47,848
2018-05-06 14:32:00,990.99,81.4,31.9,0.0,43.19,28.42,12.06,848
2018-05-06 14:42:00,990.93,81.4,33.4,0.0,48.32,27.55,9.65,848
2018-05-06 14:52:00,991.02,81.4,35.66,0.0,44.46,26.33,7.24,848
2018-05-06 15:02:00,991.08,81.4,36.56,0.0,47.41,26.22,12.06,848
2018-05-06 15:12:00,991.05,81.4,36.3,0.0,33.79,26.51,9.65,848
2018-05-06 15:22:00,990.85,81.4,36.21,0.0,30.93,26.67,19.3,848
2018-05-06 15:32:00,990.89,81.4,37.53,0.0,34.79,25.79,9.65,848
2018-05-06 15:42:00,991.04,81.4,38.45,0.0,46.61,25.72,12.06,848
2018-05-06 15:52:00,991.05,81.4,39.33,0.0,40.26,25.61,4.82,848
2018-05-06 16:02:00,990.91,81.4,41.29,0.0,34.38,25.39,12.06,848
2018-05-06 16:12:00,991.14,81.4,43.48,0.0,44.95,24.32,4.82,848
2018-05-06 16:22:00,991.46,81.24,47.55,0.0,47.24,22.66,7.24,848
2018-05-06 16:32:00,991.39,80.75,52.55,0.0,35.47,21.28,7.24,848
2018-05-06 16:42:00,991.44,80.75,57.12,0.0,33.01,20.31,4.82,848
2018-05-06 16:52:00,991.23,81.07,59.74,0.0,26.73,19.79,2.41,848
2018-05-06 17:02:00,991.24,81.4,61.18,0.0,31.74,19.79,0.0,848
2018-05-06 17:12:00,991.17,82.21,62.36,0.0,49.17,19.83,2.41,848
2018-05-06 17:22:00,991.13,82.7,62.18,0.0,28.17,19.97,4.82,848
2018-05-06 17:32:00,991.03,83.52,61.2,0.0,21.9,20.44,4.82,848
2018-05-06 17:42:00,990.97,84.17,60.78,0.0,14.72,20.5,2.41,848
2018-05-06 17:52:00,990.94,84.34,60.33,0.0,18.7,20.45,0.0,848
2018-05-06 18:02:00,990.92,84.48,61.13,0.0,26.07,20.25,0.0,848
2018-05-06 18:12:00,990.89,84.62,60.89,0.0,33.45,20.37,0.0,848
2018-05-06 18:22:00,990.83,84.91,61.01,0.0,15.77,20.45,2.41,848
2018-05-06 18:32:00,990.84,85.05,59.41,0.0,26.64,20.65,2.41,848
2018-05-06 18:42:00,990.82,85.05,58.09,0.0,40.26,20.81,4.82,848
2018-05-06 18:52:00,990.79,85.2,57.8,0.0,19.8,21.06,0.0,848
2018-05-06 19:02:00,990.86,85.2,57.51,0.0,20.73,21.16,2.41,848
2018-05-06 19:12:00,990.96,84.77,56.9,0.0,20.46,21.22,2.41,848
2018-05-06 19:22:00,990.85,84.34,56.03,0.0,34.18,21.43,0.0,848
2018-05-06 19:32:00,990.69,83.85,55.8,0.0,20.04,21.34,2.41,848
2018-05-06 19:42:00,990.63,83.36,56.55,0.0,43.31,21.24,0.0,848
2018-05-06 19:52:00,990.68,82.7,56.41,0.0,26.03,21.14,0.0,848
2018-05-06 20:02:00,990.8,82.05,57.16,0.0,34.96,20.8,0.0,848
2018-05-06 20:12:00,990.77,81.56,57.74,0.0,31.91,20.35,0.0,848
2018-05-06 20:22:00,990.73,80.91,58.38,0.0,31.08,20.09,0.0,848
2018-05-06 20:32:00,990.86,80.42,59.54,0.0,19.9,19.74,0.0,848
2018-05-06 20:42:00,990.75,79.77,60.87,0.0,32.15,19.39,2.41,848
2018-05-06 20:52:00,990.76,79.28,61.28,0.0,19.78,18.92,0.0,848
2018-05-06 21:02:00,990.87,78.79,61.79,0.0,18.63,18.37,0.0,848
2018-05-06 21:12:00,990.94,78.3,62.32,0.0,12.92,17.76,0.0,848
2018-05-06 21:22:00,990.98,77.81,62.73,0.0,28.05,17.33,0.0,848
2018-05-06 21:32:00,991.01,77.38,66.09,0.0,24.9,16.98,0.0,848
2018-05-06 21:42:00,991.04,76.94,64.54,0.0,21.75,16.87,0.0,848
2018-05-06 21:52:00,991.07,76.51,64.61,0.0,18.6,16.62,0.0,848
2018-05-06 22:02:00,991.05,76.02,65.33,0.0,13.26,16.18,0.0,848
2018-05-06 22:12:00,991.26,75.53,66.39,0.0,11.47,15.6,0.0,848
2018-05-06 22:22:00,991.21,75.04,67.18,0.0,22.12,15.07,0.0,848
2018-05-06 22:32:00,991.15,74.55,67.34,0.0,8.62,14.72,0.0,848
2018-05-06 22:42:00,991.15,74.05,68.2,0.0,12.79,14.41,0.0,848
2018-05-06 22:52:00,991.36,73.56,69.28,0.0,8.69,14.22,0.0,848
2018-05-06 23:02:00,991.51,73.23,70.36,0.0,22.75,14.11,0.0,848
2018-05-06 23:12:00,991.57,72.74,70.95,0.0,19.65,14.11,0.0,848
2018-05-06 23:22:00,991.58,72.25,73.39,0.0,23.44,13.99,2.41,848
2018-05-06 23:32:00,991.54,71.76,72.7,0.0,16.24,13.93,2.41,848
2018-05-06 23:42:00,991.66,71.43,73.0,0.0,8.81,13.8,0.0,848
2018-05-06 23:52:00,991.7,70.94,73.83,0.0,23.97,13.61,2.41,848
2018-05-07 00:02:00,991.67,70.61,73.7,0.0,12.16,13.6,0.0,851
2018-05-07 00:12:00,991.58,70.12,73.45,0.0,9.94,13.54,0.0,851
2018-05-07 00:22:00,991.54,69.62,73.89,0.0,17.77,13.61,2.41,851
2018-05-07 00:32:00,991.52,69.3,73.99,0.0,24.39,13.75,0.0,851
2018-05-07 00:42:00,991.45,68.8,73.47,0.0,12.43,13.63,0.0,851
2018-05-07 00:52:00,991.47,68.48,73.29,0.0,11.25,13.34,0.0,851
2018-05-07 01:02:00,991.28,68.02,73.44,0.0,11.5,13.05,0.0,851
2018-05-07 01:12:00,991.27,67.59,73.93,0.0,11.57,12.78,0.0,851
2018-05-07 01:22:00,991.33,67.16,74.01,0.0,23.73,12.62,0.0,851
2018-05-07 01:32:00,991.13,66.72,74.33,0.0,23.19,12.32,0.0,851
2018-05-07 01:42:00,991.13,66.43,74.42,0.0,16.26,11.99,0.0,851
2018-05-07 01:52:00,991.08,66.0,74.18,0.0,10.91,11.66,0.0,851
2018-05-07 02:02:00,990.89,65.57,76.09,0.0,18.02,11.58,2.41,851
2018-05-07 02:12:00,990.8,65.13,78.26,0.0,15.65,11.64,0.0,851
2018-05-07 02:22:00,990.76,64.7,77.24,0.0,23.75,11.41,0.0,851
2018-05-07 02:32:00,990.61,64.27,77.46,0.0,22.34,11.26,0.0,851
2018-05-07 02:42:00,990.62,63.83,76.89,0.0,11.72,11.07,0.0,851
